president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Economy,Harris Insights & Analytics,Harvard CAPS,2/19/2025,2/20/2025,2443.0, RV,1.219844,0.0,,49.0,44.0,5.0,47.30074,46.46267,0.8380699,https://harvardharrispoll.com/wp-content/uploads/2025/02/HHP_Feb2025_vFinal.pdf,2/21/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,RMG Research,Napolitan News Service,2/19/2025,2/20/2025,1000.0, RV,1.085403,0.0,,48.0,47.0,1.0,44.80881,48.64775,-3.83894,https://napolitannews.org/posts/55-percent-approve-of-trumps-handling-of-immigration,2/21/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Adults,American Research Group,,2/17/2025,2/20/2025,1100.0, A,0.7992716,0.0,,43.0,51.0,-8.0,45.21416,48.35656,-3.142399,https://americanresearchgroup.com/economy/,2/21/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,,2/18/2025,2/20/2025,1137.0, A,0.3801543,0.0,,18.0,7.0,11.0,17.67801,7.078617,10.59939,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_First_Followup_poll_results.pdf,2/21/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.6121269,0.0,,17.0,7.0,10.0,16.67801,7.078617,9.599394,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Quinnipiac University,,1/29/2026,2/2/2026,1191.0, RV,1.319863,0.0,,38.0,59.0,-21.0,40.09616,56.81354,-16.71738,https://poll.qu.edu/poll-release?releaseid=3946,2/2/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.7230118,0.0,,44.0,52.0,-8.0,44.18638,51.85695,-7.67057,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.6248283,0.0,,40.0,54.0,-14.0,40.14396,53.63005,-13.48609,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,1/30/2026,2/2/2026,1504.0, RV,0.6714277,0.0,,42.0,55.0,-13.0,42.42935,54.07382,-11.64447,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Quinnipiac University,,1/29/2026,2/2/2026,1191.0, RV,1.283143,0.0,,29.0,52.0,-23.0,26.39714,49.32239,-22.92525,https://poll.qu.edu/poll-release?releaseid=3946,2/2/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.6121269,0.0,,23.0,47.0,-24.0,25.2123,46.09587,-20.88357,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Quinnipiac University,,1/29/2026,2/2/2026,1191.0, RV,1.283143,0.0,,39.0,56.0,-17.0,39.24898,55.82114,-16.57216,https://poll.qu.edu/poll-release?releaseid=3946,2/2/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,1/27/2026,2/2/2026,1500.0, LV,0.1154671,0.0,True,44.0,54.0,-10.0,41.25449,55.54536,-14.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/2/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Cost,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.817759,0.0,,35.0,58.0,-23.0,35.45558,57.6594,-22.20382,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Quinnipiac University,,1/29/2026,2/2/2026,1191.0, RV,1.283143,0.0,,37.0,56.0,-19.0,39.22786,55.61395,-16.38609,https://poll.qu.edu/poll-release?releaseid=3946,2/2/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,RMG Research,Napolitan News Service,2/2/2026,2/2/2026,1000.0, RV,1.066839,0.0,,44.0,52.0,-8.0,41.44546,54.83507,-13.38961,https://napolitannews.org/posts/6-in-10-say-trump-tariffs-push-prices-up,2/2/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Weak,Quinnipiac University,,1/29/2026,2/2/2026,1191.0, RV,1.283143,0.0,,8.0,4.0,4.0,13.18944,6.768438,6.421002,https://poll.qu.edu/poll-release?releaseid=3946,2/2/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.6121269,0.0,,40.0,54.0,-14.0,41.70536,52.78253,-11.07717,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Quinnipiac University,,1/29/2026,2/2/2026,1191.0, RV,1.283143,0.0,,37.0,56.0,-19.0,39.75726,55.36688,-15.60962,https://poll.qu.edu/poll-release?releaseid=3946,2/2/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,1/27/2026,2/2/2026,1500.0, LV,0.1154671,0.0,True,44.0,54.0,-10.0,40.44522,55.81617,-15.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/2/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Economy,YouGov,Economist,1/30/2026,2/2/2026,1672.0, A,0.7913013,0.0,,39.0,53.0,-14.0,40.13036,53.14878,-13.01842,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DDIQ8jz.pdf,2/2/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Weak,Pew Research Center,,1/27/2025,2/2/2025,5086.0, A,1.759675,0.0,,9.0,11.0,-2.0,12.52244,9.993317,2.529123,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,2/3/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,Pew Research Center,,1/27/2025,2/2/2025,5086.0, A,1.759675,0.0,,47.0,51.0,-4.0,48.26111,48.14622,0.1148872,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,2/3/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),All polls,Pew Research Center,,1/27/2025,2/2/2025,5086.0, A,1.759675,0.0,,47.0,51.0,-4.0,49.13408,47.68028,1.4538,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,2/3/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,Data for Progress,,1/31/2025,2/2/2025,1205.0, LV,0.9648967,0.0,,42.0,46.0,-4.0,41.70129,47.174,-5.47271,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,2/3/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Strong,Pew Research Center,,1/27/2025,2/2/2025,5086.0, A,1.759675,0.0,,37.0,40.0,-3.0,35.97789,38.18308,-2.205189,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,2/3/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Data for Progress,,1/31/2025,2/2/2025,1205.0, LV,0.9648967,0.0,,46.0,43.0,3.0,45.25781,44.20828,1.04953,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,2/3/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,Data for Progress,,1/31/2025,2/2/2025,1205.0, LV,0.9648967,0.0,,41.0,45.0,-4.0,40.6656,45.68531,-5.019711,https://www.dataforprogress.org/memos/2025/4/24/approaching-100-days-in-office-voters-increasingly-disapprove-of-trumps-handling-of-the-economy,2/3/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Talker Research,Scripps News,2/13/2026,2/19/2026,1000.0, A,0.9496727,0.0,,44.0,47.0,-3.0,42.86757,50.75634,-7.888771,https://www.scrippsnews.com/politics/scripps-news-talker-research-poll-high-interest-in-state-of-the-union-amid-economic-worries,2/19/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,2/15/2026,2/19/2026,1899.0, LV,0.8415453,0.0,,31.0,41.0,-10.0,26.94841,42.51574,-15.56733,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_february_15_19_2026,2/19/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Tavern Research,Searchlight Institute,2/18/2026,2/19/2026,1526.0, LV,0.9747632,0.0,,41.0,56.0,-15.0,41.38221,55.68336,-14.30115,https://www.searchlightinstitute.org/wp-content/uploads/2026/03/Searchlight-Tavern-Research-February-2026-Toplines.pdf,2/19/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Talker Research,Scripps News,2/13/2026,2/19/2026,1000.0, A,0.9496727,0.0,,24.0,37.0,-13.0,23.61468,40.93167,-17.31699,https://www.scrippsnews.com/politics/scripps-news-talker-research-poll-high-interest-in-state-of-the-union-amid-economic-worries,2/19/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,2/15/2026,2/19/2026,1899.0, LV,0.8415453,0.0,,16.0,10.0,6.0,16.93477,10.60308,6.331691,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_february_15_19_2026,2/19/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Cost,RMG Research,Napolitan News Service,2/18/2026,2/19/2026,1000.0, RV,1.089368,0.0,,35.0,64.0,-29.0,31.80881,65.64776,-33.83895,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,2/19/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Tavern Research,Searchlight Institute,2/18/2026,2/19/2026,1526.0, LV,0.9747632,0.0,,41.0,56.0,-15.0,40.73387,55.90923,-15.17536,https://www.searchlightinstitute.org/wp-content/uploads/2026/03/Searchlight-Tavern-Research-February-2026-Toplines.pdf,2/19/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,2/11/2026,2/19/2026,3000.0, RV,0.7500087,0.0,,25.0,41.0,-16.0,24.62154,44.64091,-20.01937,https://napolitannews.org/jobapproval,2/19/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,Tavern Research,Searchlight Institute,2/18/2026,2/19/2026,1526.0, LV,0.9747632,0.0,,24.0,46.0,-22.0,24.35321,45.93393,-21.58072,https://www.searchlightinstitute.org/wp-content/uploads/2026/03/Searchlight-Tavern-Research-February-2026-Toplines.pdf,2/19/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,2/11/2026,2/19/2026,3000.0, RV,0.7500087,0.0,,22.0,11.0,11.0,18.39523,10.4334,7.961829,https://napolitannews.org/jobapproval,2/19/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Weak,Tavern Research,Searchlight Institute,2/18/2026,2/19/2026,1526.0, LV,0.9747632,0.0,,17.0,10.0,7.0,16.49053,10.34371,6.14682,https://www.searchlightinstitute.org/wp-content/uploads/2026/03/Searchlight-Tavern-Research-February-2026-Toplines.pdf,2/19/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,RMG Research,Napolitan News Service,2/18/2026,2/19/2026,1000.0, RV,1.089368,0.0,,44.0,53.0,-9.0,41.67947,54.38284,-12.70337,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,2/19/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/11/2026,2/19/2026,3000.0, RV,0.7500087,0.0,,47.0,52.0,-5.0,42.76892,54.69074,-11.92182,https://napolitannews.org/jobapproval,2/19/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Economy,RMG Research,Napolitan News Service,2/18/2026,2/19/2026,1000.0, RV,1.089368,0.0,,39.0,59.0,-20.0,37.87121,58.86417,-20.99296,https://napolitannews.org/posts/trumps-approval-rating-drops-on-almost-every-important-issue,2/19/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Weak,Talker Research,Scripps News,2/13/2026,2/19/2026,1000.0, A,0.9496727,0.0,,20.0,10.0,10.0,18.98662,10.00658,8.98004,https://www.scrippsnews.com/politics/scripps-news-talker-research-poll-high-interest-in-state-of-the-union-amid-economic-worries,2/19/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/13/2026,2/19/2026,1500.0, LV,0.3401147,0.0,True,47.0,51.0,-4.0,44.25449,52.54536,-8.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/19/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,Talker Research,Scripps News,2/13/2026,2/19/2026,1000.0, A,0.9496727,0.0,,44.0,47.0,-3.0,42.70351,50.5205,-7.81699,https://www.scrippsnews.com/politics/scripps-news-talker-research-poll-high-interest-in-state-of-the-union-amid-economic-worries,2/19/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/11/2026,2/19/2026,3000.0, RV,0.7500087,0.0,,47.0,52.0,-5.0,43.54652,54.42854,-10.88202,https://napolitannews.org/jobapproval,2/19/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/13/2026,2/19/2026,1500.0, LV,0.3401147,0.0,True,47.0,51.0,-4.0,43.44522,52.81617,-9.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/19/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/13/2025,2/19/2025,1500.0, LV,0.1101799,0.0,True,52.0,47.0,5.0,49.25449,48.54536,0.7091293,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/19/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,OnMessage Inc.,Rescuing the American Dream,2/17/2025,2/19/2025,1000.0, LV,1.495567,0.0,,42.0,45.0,-3.0,39.43078,43.29296,-3.862183,https://onmessageinc.com/wp-content/uploads/2025/03/National-Survey-RAD-Conference-3-25-RAD-conference-3-5-25.pdf,2/20/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,OnMessage Inc.,Rescuing the American Dream,2/17/2025,2/19/2025,1000.0, LV,1.495567,0.0,,50.0,49.0,1.0,49.33063,48.76171,0.5689201,https://onmessageinc.com/wp-content/uploads/2025/03/National-Survey-RAD-Conference-3-25-RAD-conference-3-5-25.pdf,2/19/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,OnMessage Inc.,Rescuing the American Dream,2/17/2025,2/19/2025,1000.0, LV,1.495567,0.0,,50.0,49.0,1.0,48.95106,48.86044,0.0906219,https://onmessageinc.com/wp-content/uploads/2025/03/National-Survey-RAD-Conference-3-25-RAD-conference-3-5-25.pdf,2/19/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,RMG Research,Napolitan News Service,2/18/2025,2/19/2025,1000.0, RV,1.085403,0.0,,44.0,47.0,-3.0,41.44546,49.83507,-8.38961,https://napolitannews.org/posts/voters-are-divided-on-how-trumps-tariff-plan-will-impact-economy,2/20/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Weak,OnMessage Inc.,Rescuing the American Dream,2/17/2025,2/19/2025,1000.0, LV,1.495567,0.0,,8.0,4.0,4.0,10.20717,5.250275,4.956894,https://onmessageinc.com/wp-content/uploads/2025/03/National-Survey-RAD-Conference-3-25-RAD-conference-3-5-25.pdf,2/20/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/13/2025,2/19/2025,1500.0, LV,0.1101799,0.0,True,52.0,47.0,5.0,48.44522,48.81617,-0.3709488,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/19/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,43.0,55.0,-12.0,41.53398,55.35085,-13.81687,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,2/18/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Bowling Green State University,2/13/2026,2/18/2026,1200.0, RV,0.4089729,0.0,,18.0,7.0,11.0,17.67801,7.078617,10.59939,https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1017&context=depo,2/18/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,41.0,55.0,-14.0,39.56911,55.8322,-16.26309,https://portal.changeresearch.com/portal/projects/9c8a3c8a-70c6-47f8-80bf-596426bc3318,2/18/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,43.0,55.0,-12.0,42.16092,55.11641,-12.95549,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,2/18/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Bowling Green State University,2/13/2026,2/18/2026,1200.0, RV,0.4089729,0.0,,23.0,51.0,-28.0,25.2123,50.09587,-24.88357,https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1017&context=depo,2/18/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/12/2026,2/18/2026,1500.0, LV,0.1138022,0.0,True,47.0,52.0,-5.0,43.44522,53.81617,-10.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/18/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/12/2026,2/18/2026,1500.0, LV,0.1138022,0.0,True,47.0,52.0,-5.0,44.25449,53.54536,-9.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,2/18/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,InsiderAdvantage,,2/17/2026,2/18/2026,800.0, LV,1.048743,0.0,,49.6,46.0,3.599998,45.57331,50.13599,-4.562679,https://insideradvantage.com/trump-approval-exceeds-election-victory-margin-in-new-insideradvantage-national-survey-approve-50-disapprove-46/,2/18/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Cost,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,37.0,59.0,-22.0,34.84282,60.50549,-25.66267,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,2/18/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),Voters,InsiderAdvantage,,2/17/2026,2/18/2026,800.0, LV,1.048743,0.0,,49.6,46.0,3.599998,46.16471,49.90994,-3.745228,https://insideradvantage.com/trump-approval-exceeds-election-victory-margin-in-new-insideradvantage-national-survey-approve-50-disapprove-46/,2/18/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,15.0,6.0,9.0,16.30653,8.688861,7.617669,https://portal.changeresearch.com/portal/projects/9c8a3c8a-70c6-47f8-80bf-596426bc3318,2/18/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,45.0,52.0,-7.0,43.5801,52.67463,-9.094528,https://changeresearch.com/voters-voice-frustration-and-financial-strain/,2/18/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Bowling Green State University,2/13/2026,2/18/2026,1200.0, RV,0.4076792,0.0,,41.0,58.0,-17.0,42.70536,56.78253,-14.07717,https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1017&context=depo,2/18/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,39.0,55.0,-16.0,37.60402,55.98568,-18.38166,https://portal.changeresearch.com/portal/projects/9c8a3c8a-70c6-47f8-80bf-596426bc3318,2/18/2026,10:01:50 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Bowling Green State University,2/13/2026,2/18/2026,1200.0, RV,0.5043267,0.0,,41.0,58.0,-17.0,41.42935,57.07382,-15.64447,https://scholarworks.bgsu.edu/cgi/viewcontent.cgi?article=1017&context=depo,2/18/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Change Research,,2/5/2026,2/18/2026,1741.0, RV,0.9812799,0.0,,28.0,49.0,-21.0,25.36876,46.87147,-21.50271,https://portal.changeresearch.com/portal/projects/9c8a3c8a-70c6-47f8-80bf-596426bc3318,2/18/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,1.18421,0.0,,32.0,51.0,-19.0,35.5962,50.4173,-14.8211,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Cost,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.696911,0.0,,43.0,46.0,-3.0,43.45558,45.6594,-2.203819,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,,2/14/2025,2/18/2025,1135.0, A,0.3965698,0.0,,30.0,39.0,-9.0,32.2123,38.09587,-5.883572,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,2/19/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601.0, A,0.7313955,0.0,,45.0,53.0,-8.0,48.37291,52.71951,-4.3466,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Ipsos,The Washington Post,2/13/2025,2/18/2025,2177.0, RV,1.32739,0.0,,48.0,51.0,-3.0,48.89571,49.0835,-0.1877899,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,2/16/2025,2/18/2025,1451.0, RV,0.649967,0.0,,50.0,47.0,3.0,50.42935,46.07382,4.355534,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,2/19/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601.0, A,0.7313955,0.0,,45.0,53.0,-8.0,45.66275,51.38961,-5.72686,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,McLaughlin & Associates,,2/11/2025,2/18/2025,1000.0, LV,0.6980281,0.0,,51.0,46.0,5.0,49.58009,46.20638,3.373711,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/19/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601.0, A,0.7313955,0.0,,19.0,13.0,6.0,16.68025,11.09563,5.58462,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,The Washington Post,2/13/2025,2/18/2025,2601.0, A,0.7313955,0.0,,27.0,39.0,-12.0,31.54215,39.06533,-7.52318,https://www.washingtonpost.com/politics/2025/02/20/trump-poll-unpopular-post-ipsos/,2/19/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,McLaughlin & Associates,,2/11/2025,2/18/2025,1000.0, LV,0.694305,0.0,,32.0,37.0,-5.0,33.19324,37.84689,-4.653648,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/19/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,,2/14/2025,2/18/2025,1135.0, A,0.3965698,0.0,,16.0,7.0,9.0,15.67801,7.078617,8.599393,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,2/19/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,McLaughlin & Associates,,2/11/2025,2/18/2025,1000.0, LV,0.694305,0.0,,51.0,46.0,5.0,49.58497,45.92716,3.65781,https://mclaughlinonline.com/pols/wp-content/uploads/2025/02/National-February-Presentation-RELEASE-02-18-25.pdf,2/19/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,0.8812639,0.0,,44.0,51.0,-7.0,46.01978,48.6626,-2.642822,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/12/2025,2/18/2025,1500.0, LV,0.1105286,0.0,True,53.0,45.0,8.0,50.25449,46.54536,3.709129,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,2/18/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,0.8812639,0.0,,17.0,10.0,7.0,14.68025,8.095626,6.584624,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,2/13/2025,2/18/2025,4145.0, A,0.8812639,0.0,,47.0,44.0,3.0,49.13064,44.33002,4.800617,https://www.reuters.com/world/us/trumps-approval-rating-slips-americans-worry-about-economy-2025-02-19/,2/19/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,2/16/2025,2/18/2025,1603.0, A,0.423326,0.0,,50.0,45.0,5.0,50.14396,44.63005,5.513908,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_KfNmvTk.pdf,2/19/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,,2/14/2025,2/18/2025,1135.0, A,0.3728025,0.0,,46.0,46.0,0.0,47.70536,44.78253,2.922829,https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_poll_results_An53LUg.pdf,2/19/2025,10:00:41 12 Jul 2026
